V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,LocationLatitude,LocationLongitude,LocationAccuracy,
R_2rdwQkeT2T5tO01,Default Response Set,Anonymous,,,152.23.166.247,0,2017-07-11 09:26:22,2017-07-11 09:33:13,1,1,Office of Minority Health at HHS,,,Minority Mental Health Month Twitter Chat,https://content.govdelivery.com/accounts/USOPHSOMH/bulletins/1a64a75,07/11/2017,External Event,1,,2017-07-12,2017-07-12,Twitter chat,,,,,,,,"Join the National Institute on Minority Health and Health Disparities for a Minority Mental Health Month Twitter chat on July 12 at 2:00 pm ET to discuss addressing minority mental health at the community level. The chat will be co-hosted by Omega Psi Phi Fraternity, the US Department of Health and Human Services Office of Minority Health (OMH), and the Substance Abuse and Mental Health Services Administration (SAMHSA). Use the hashtag #MinorityMH to participate in the conversation!",https://content.govdelivery.com/attachments/fancy_images/USOPHSOMH/2017/07/1434835/1418078/minoritymh-chat-promo-graphic-tw_crop.jpg,36.052505493164,-79.107696533203,-1,
R_a3sbJpsCtCq4hcB,Default Response Set,Anonymous,,,152.23.166.247,0,2017-07-11 09:39:20,2017-07-11 09:47:46,1,1,Other institution not in the list,US Department of Health and Human Services,https://www.hhs.gov/, Innovations in Nutrition Programs and Services,https://www.grants.gov/web/grants/view-opportunity.html?oppId=294025,07/11/2017,Funding,,,,,,1,2017-06-05,2017-08-07,https://www.grants.gov/web/grants/view-opportunity.html?oppId=294025,"$250,000",,,"This funding opportunity is for competitive grants to be awarded under the OAA Title IV authority to increase the evidenced based knowledge base of nutrition providers, drive improved health outcomes for program recipients by promoting higher service quality, and increase program efficiency through innovative nutrition service delivery models. Funding will support innovative and promising practices that move the aging network towards evidenced based practices that enhance the quality, effectiveness of nutrition services programs or outcomes within the aging services network. ",,36.052505493164,-79.107696533203,-1,
R_2TNJ74jCmSZo2Fu,Default Response Set,Anonymous,,,152.23.166.247,0,2017-07-11 09:47:47,2017-07-11 09:51:46,1,1,Other institution not in the list,US Department of Health and Human Services,https://www.hhs.gov/,Ruth L. Kirschstein National Research Service Award Individual Predoctoral Fellowship to Promote Diversity in Health-Related Research,https://www.grants.gov/web/grants/view-opportunity.html?oppId=284362,07/11/2017,Funding,,,,,,1,2017-06-06,2017-08-08,https://www.grants.gov/web/grants/view-opportunity.html?oppId=284362,Varies,,,"HHS/National Institutes of Health (NIH): Ruth L. Kirschstein National Research Service Award Individual Predoctoral Fellowship to Promote Diversity in Health-Related Research (Parent F31 - Diversity) Grant. Through this award program, promising predoctoral students will obtain individualized, mentored research training from faculty sponsors while conducting well-defined research projects in scientific health-related fields relevant to the missions of the participating NIH Institutes and Centers. Deadline is August 8, 2017.",,36.052505493164,-79.107696533203,-1,
R_exNvdKMnlQUaGLr,Default Response Set,Anonymous,,,152.23.33.226,0,2017-07-11 10:03:48,2017-07-11 10:04:13,1,1,Office of Minority Health at HHS,,,Heart Disease Risk Factors among African Immigrants Residing in the United States Webinar,https://register.gotowebinar.com/register/2453825563054858241,07/11/2017,External Event,1,,2017-08-11,2017-08-11,Webinar,,,,,,,,"HHS/OMH, OMHRC and the Johns Hopkins School of Nursing: Webinar. Heart Disease Risk Factors among African Immigrants Residing in the United States. Join Dr. Yvonne Commodore-Mensah, Assistant Professor of Community-Public Health Nursing at the Johns Hopkins School of Nursing, for a discussion of current research on heart disease risk factors in African immigrants in the US, the role of acculturation on heart health, and clinical and public health strategies that might improve the heart health of African immigrants. August 11, 2017, 12:00 pm ET.",http://images.gotowebinar.com/c29bf4ad8daa9e0c0daf7c17349e45af,36.052505493164,-79.107696533203,-1,
R_2rhyPmp0Jv3dWmN,Default Response Set,Anonymous,,,152.23.203.131,0,2017-07-25 16:32:36,2017-07-25 16:35:18,1,1,UNC Center for Health Equity Research,,,"New Research Scientist at CHER: Stephanie Hoover, PhD",https://cher.unc.edu/cher-news/new-research-scientist/,07/25/2017,CHER News,,,,,,,,,,,1,,"<a href=""https://cher.unc.edu/cher-team/stephanie-hoover-phd/"" target=""_blank"">Stephanie Hoover, PhD</a>, joined the UNC Center for Health Equity Research as the new <a href=""https://cher.unc.edu/staff/"" target=""_blank"">Research Scientist</a>. Dr. Hoover earned her PhD in Counseling Psychology from the University of Utah, where she investigated social justice training for mental health service providers. Her research interests include culturally adapted interventions for Latinx youth, social justice training for mental health service providers, and participatory and qualitative methods. She currently works on CHER's community-based participatory research projects alongside community partners, CHER project coordinators, and potential collaborators.",https://cher.unc.edu/files/2017/07/Stephanie-Hoover_7.18-300x300.jpg,36.052505493164,-79.107696533203,-1,
R_01DydaJ9HnRCbEV,Default Response Set,Anonymous,,,152.23.203.131,0,2017-07-25 16:43:39,2017-07-25 16:45:28,1,1,Association of American Medical Colleges,,,AAMC Minority Faculty Leadership Development Seminar (MinFac),http://www.cvent.com/events/2017-aamc-minority-faculty-leadership-development-seminar/event-summary-6121106afe2c4d18aa08fc9dc8462dab.aspx,07/25/2017,External Event,1,,2017-09-07,2017-09-10,"Hyatt Regency Orlando / 9801 International Drive / Orlando, Florida 32819",,,,,,,,"From Giselle Corbie-Smith, MD, Director UNC CHER: /  / August 2, 2017 marks the early bird application deadline for AAMC Minority Faculty Leadership Development Seminar (MinFac). As a speaker, I would like to invite you to join us. The learning objectives for this this three-day, multi-cultural seminar are designed to empower participants by helping them: /  / - Identify professional development goals, design a career path, and acquire the tools on how to get there / - Understand the realities of advancement in academic medicine through the exploration of the requirements for appointment, promotion, and tenure, and how to plan your own progress through the system / - Develop key professional competencies in academic and organizational leadership / - Build skills grant writing and communications",http://custom.cvent.com/127DD37CC17748578EE776BCD2E2C949/pix/382f4ad2ed4b4f63bdbcf8c643657483.jpg,36.052505493164,-79.107696533203,-1,
R_b91pBDQNK9hZ1at,Default Response Set,Anonymous,,,152.23.203.131,0,2017-07-25 16:36:48,2017-07-25 16:54:13,1,1,National Institute on Minority Health and Health Disparities,,,NCI Webinar: U.S. Tobacco Control Policies to Reduce Health Disparities,https://cbiit.webex.com/mw3000/mywebex/default.do?main_url=https%3A%2F%2Fcbiit.webex.com%2Fec3000%2Feventcenter%2Fevent%2FeventAction.do%3FEMK%3D4832534b00000004c8bdfd0f4b8c811a2b3c184f09067b084d2aea1c311d4f43a17b91edb0d5da03%26confViewID%3D2670317394%26encryptTicket%3DSDJTSwAAAARoDpQlL4y46ezSASYuUnTSyjOCFW2Ncv5LeUnu7c9PYg2%26siteurl%3Dcbiit%26theAction%3Ddetail%26utm_medium%3Demail%26utm_source%3Dgovdelivery&nomenu=true&rnd=0.577763793778037&service=6&siteurl=cbiit&utm_medium=email&utm_source=govdelivery,07/19/2017,External Event,1,,2017-08-08,2017-08-08,Webinar,,,,,,,,"This webinar will provide an overview of the R01 and R21 funding opportunity announcements (FOA), U.S. Tobacco Control Policies to Reduce Health Disparities PAR-17-217 (R01) and PAR-17-218 (R21).  /  / These FOAs will support research to understand how to improve the effectiveness of existing tobacco control policy strategies and study new policy approaches to reduce health disparities in tobacco use.  /  / The National Cancer Institute seeks applications on observational or intervention-based research to reduce health disparities in tobacco use among vulnerable populations in the United States. Specifically, these opportunities intend to stimulate scientific inquiry focused on innovative tobacco control policies.",https://cbiit.webex.com/brand/655255/site_cbiit/brand/nci-logo-english.gif,36.052505493164,-79.107696533203,-1,
R_aV7dTjqMuTWCq0t,Default Response Set,Anonymous,,,152.23.203.131,0,2017-07-25 14:21:09,2017-07-25 14:21:55,0,1,UNC Center for Health Equity Research,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3Xa9cs0PinQDNQh,Default Response Set,Anonymous,,,152.23.203.131,0,2017-07-25 16:40:14,2017-07-25 16:40:45,0,1,Other institution not in the list,,,,,,,,,,,,,,,,,,,,,36.052505493164,-79.107696533203,-1,
R_1SKgrofngs2U8Bv,Default Response Set,Anonymous,,,152.23.203.131,0,2017-07-25 16:51:39,2017-07-25 16:53:30,0,1,National Institute on Minority Health and Health Disparities,,,NCI Webinar: U.S. Tobacco Control Policies to Reduce Health Disparities,https://cbiit.webex.com/mw3000/mywebex/default.do?main_url=https%3A%2F%2Fcbiit.webex.com%2Fec3000%2Feventcenter%2Fevent%2FeventAction.do%3FEMK%3D4832534b00000004c8bdfd0f4b8c811a2b3c184f09067b084d2aea1c311d4f43a17b91edb0d5da03%26confViewID%3D2670317394%26encryptTicket%3DSDJTSwAAAARoDpQlL4y46ezSASYuUnTSyjOCFW2Ncv5LeUnu7c9PYg2%26siteurl%3Dcbiit%26theAction%3Ddetail%26utm_medium%3Demail%26utm_source%3Dgovdelivery&nomenu=true&rnd=0.577763793778037&service=6&siteurl=cbiit&utm_medium=email&utm_source=govdelivery,07/19/2017,External Event,1,,2017-08-08,2017-08-08,Webinar,,,,,,,,"This webinar will provide an overview of the R01 and R21 funding opportunity announcements (FOA), U.S. Tobacco Control Policies to Reduce Health Disparities PAR-17-217 (R01) and PAR-17-218 (R21).  /  / These FOAs will support research to understand how to improve the effectiveness of existing tobacco control policy strategies and study new policy approaches to reduce health disparities in tobacco use.  /  / The National Cancer Institute seeks applications on observational or intervention-based research to reduce health disparities in tobacco use among vulnerable populations in the United States. Specifically, these opportunities intend to stimulate scientific inquiry focused on innovative tobacco control policies.",https://cbiit.webex.com/brand/655255/site_cbiit/brand/nci-logo-english.gif,36.052505493164,-79.107696533203,-1,
R_2WTIj6743e6e4w3,Default Response Set,Anonymous,,,24.198.208.206,0,2017-08-07 10:14:10,2017-08-07 10:19:23,1,1,Other institution not in the list,SearcHIV,http://searchiv.web.unc.edu/,HIV Cure Research Capacity Building Workshop,http://searchiv.web.unc.edu/,08/07/2017,External Event,1,,2017-09-11,2017-09-11,"Durham County Health Department, 414 E Main St, Durham, NC 27701",,,,,,,,"The Martin Delaney CARE Community Advisory Board and the SCEED Office at the UNC Center for AIDS Research will be co-hosting a series of capacity building workshops about HIV cure science and stakeholder roles in advancing HIV cure research. We are especially interested in having representation from stakeholders from the community, community based organizations, community organizers, medical providers, researchers, and policy makers. /  / The event is open to the public, however, we require RSVP to attend. /  / please RSVP by September 1, 2017 to Allison Mathews (amathews@email.unc.edu &lt;mailto:amathews@email.unc.edu&gt; or call/text 919-289-2208)",https://s3.amazonaws.com/profile_photos/402032663592711.9ORQ8D8IGQGildaHdPzM_height640.png?x-amz-security-token=FQoDYXdzEF8aDAFLBBzz83TZAhrnNyK3A8iILxjy3bgXA4CZ0%2BtZ%2BzaL6HGVHVtlqAKbVl5nyWpetvRASqtLZwcO4Sr9vmuOvsPLbD4E6nmeKd%2BvdTru1AIukF5kHdiA%2BYvhmZvdyTgjFrfeyFgJlp3ta4uPcMQ96Xwe%2B2gg9SqSvm2y9vl0i7RmCEAkYrIXVNFS7J%2FjMgvl7vyPP7YNpKYIJULNPcNQyaGyZpJcY0YQLIUmmTHkabe4wBYzUGLQK4pApt8WPvJefEqUjU5o5diF0wrg916P8KEdjo%2BPIHSvvCggQMo3rdX5QDCLrELPA3AFdikxi5i2ErJCXrZvfF43antMGhueRYZGIMzlNt1s%2FyO3hYh8nVtlpvx7g2JiabKAeLX6UZM%2BUFRN6wW8C676xNxoIS2vc8K0yM5LcfX%2Bs07bcKqDL6a%2BGFSxNIKvPvCZhjDT4D0q3Hjl8pq33bI36o%2BXg%2BcVP4MI9OmOz3P6uguviaDBHrQkRb9YsKwlXYlhziFFlY5akxuFGbCW5NEPFcWCDOzH9ObffRSWH4I0w5%2BWyz9W87PeY8nH%2BMJmd%2FtgF8lNe8tw6dFHKDNjXloRF74kKI7JRnB9YZ%2FVsK8ojtahzAU%3D&AWSAccessKeyId=ASIAJ6TBNIVX4LXWCM7A&Expires=1502115715&Signature=s%2FwQQ0nCGRcdyKjJGzUsuU1FxX8%3D#_=_,44.288192749023,-69.816902160645,-1,
R_1C7mw9jDW9QFxXt,Default Response Set,Anonymous,,,24.198.208.206,0,2017-08-07 10:19:24,2017-08-07 10:35:01,1,1,Office of Minority Health at HHS,,,FDA Webinar: An Examination of the Role of Advertising and Promotion in Adult Immunization Disparities,https://www.eventbrite.com/e/role-of-advertising-and-promotion-in-adult-immunization-disparities-tickets-36063962282?utm_medium=email&utm_source=govdelivery,08/07/2017,External Event,1,,2017-08-23,2017-08-23,Webinar,,,,,,,,"The Food and Drug Administration's Office of Minority Health (OMH) will be hosting a free one-hour webinar in August in honor of Immunization Awareness Month. /  / OMH will host Commander (Dr.) Oluchi Elekwachi public health pharmacist in the US Public Health Service, Dr.LaMarcus Wingate assistant professor in the Department of Clinical and Administrative Pharmacy Sciences at Howard University College of Pharmacy, and Dr. Veronica Clarke-Tasker, Professor at Howard University College of Nursing and Allied Health Sciences. /  / Please join OMH on August 23, 2017 from 11 AM - 12 PM. CE credits are available.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F33098357%2F119514080079%2F1%2Foriginal.jpg?w=800&rect=30%2C0%2C530%2C265&s=a40b19c911e08458abc8349ee439f20a,44.288192749023,-69.816902160645,-1,
R_DTxcLmu6MGCR8Mp,Default Response Set,Anonymous,,,24.198.208.206,0,2017-08-07 11:10:08,2017-08-07 11:31:01,1,1,Other institution not in the list,National Academy of Medicine,https://nam.edu/,Visualize Health Equity: A Community Art Show,https://nam.edu/programs/culture-of-health/visualize-health-equity-community-art-show/?utm_source=National+Academy+of+Medicine&utm_campaign=49152e9098-Visualize+Health+Equity&utm_medium=email&utm_term=0_b8ba6f1aa1-49152e9098-117402413,08/07/2017,External Event,1,,2017-08-04,2017-09-04,Submit your entry online,,,,,,,,"The National Academy of Medicine is calling on artists of all kinds to explore what health equity means to communities across the country. /  / Show us what health equity would look like to you—whether it’s access to healthy food or safe neighborhoods, good education or a living wage, clean drinking water or affordable housing, connection to cultural heritage or lack of discrimination, or any other opportunity that helps you live your healthiest life. /  / The submission deadline is September 4, 2017.",https://nam.edu/wp-content/uploads/2017/06/art-show-SM-graphic.png,44.288192749023,-69.816902160645,-1,
R_3snWKq92ja3usdz,Default Response Set,Anonymous,,,24.198.208.206,0,2017-08-07 11:31:03,2017-08-07 11:52:17,1,1,Other institution not in the list,Research Centers in Minority Institutions,https://www.nimhd.nih.gov/programs/extramural/coe/rcmi.html,RCMI Translational Science 2017,http://RCMI2017conf.com,08/07/2017,External Event,1,,2017-10-28,2017-11-01,"Marriott Wardman Park | Washington, DC",,,,,,,,"The 2017 Conference will highlight the importance of basic, clinical, and population science collaborations to address minority health and health disparities. This meeting presents opportunities to share new and innovative approaches toward eliminating health disparities, developing the next generation of biomedical scientists, and extending the reach and visibility of the RCMI community by engaging NIMHD and NIH grantees with research interests in health disparities.",http://rcmi2017conf.com/images/RCMI-2017-Branding-2.png,44.288192749023,-69.816902160645,-1,
R_27EGarK6ec9qVz0,Default Response Set,Anonymous,,,24.198.208.206,0,2017-08-07 11:52:18,2017-08-07 12:02:43,1,1,Other institution not in the list,Study.com,http://study.com/,The Study.com Undergraduate Scholarship for Hispanics ,http://study.com/pages/Scholarship_for_Hispanics.html,08/07/2017,Funding,,,,,,1,2017-08-07,2018-04-01,https://studyco.wufoo.com/forms/p1nbj15h1kq954r/,$500,,,"The Study.com Scholarship for Hispanics provides a $500 academic award to a student of Hispanic descent who is pursuing their undergraduate college degree. At Study.com, our mission is to make education accessible, and with this scholarship we hope to bring historically underrepresented students access to a quality education.",,44.288192749023,-69.816902160645,-1,
R_3DjDkSXSTgu7UXg,Default Response Set,Anonymous,,,24.198.208.206,0,2017-08-07 12:44:17,2017-08-07 12:54:54,1,1,U.S. Department of Health and Human Services,,,Make your Voice Heard: In 30 minutes you can help yourself and your Native community become healthier,https://www.minorityhealth.hhs.gov/omh/browse.aspx?lvl=2&lvlid=89,08/07/2017,External Event,1,,2017-08-01,2017-12-31,Phone Survey,,,,,,,,"A new initiative between the HHS Office of Minority Health (OMH) and the Centers for Disease Control and Prevention (CDC) will provide an improved understanding of the health status of American Indian and Alaska Native (AI/AN) communities. Through the 2017 Behavioral Risk Factor Surveillance System (BRFSS), the CDC will conduct additional interviews in 11 states that have a higher proportion of American Indians and Alaska Natives. /  / The states that have chosen to be included in the survey are: /  / Alaska / Arizona / Minnesota / Montana / Nebraska / New Mexico / North Carolina / North Dakota / Oklahoma / South Dakota / Wisconsin /  / This project represents a unique opportunity to better understand the current health needs of the American Indian/Alaska Native population. ",https://www.minorityhealth.hhs.gov/assets/static/images/content/BRFSS_AI_AN_July_106.jpg,44.288192749023,-69.816902160645,-1,
R_byMHwlajzwwa3zv,Default Response Set,Anonymous,,,152.23.168.48,0,2017-08-08 11:22:14,2017-08-08 11:23:17,1,1,National Institute on Minority Health and Health Disparities,,,NIH Multi-Institute Small Business Workshop 2017,http://www.cvent.com/events/nih-multi-institute-niaid-nci-nibib-nigms-niehs-ncats-small-business-workshop-2017/event-summary-9a218378d72b4a599014a5172c1be684.aspx?utm_medium=email&utm_source=govdelivery,08/07/2017,External Event,1,,2017-09-07,2017-09-08,"New Orleans Downtown Marriott, New Orleans, LA",,,,,,,,"The National Institute of Allergy and Infectious Diseases (NIAID) is hosting a Multi-Institute Small Business Workshop for SBIR/STTR stakeholders in and around Louisiana. Biotechnology entrepreneurs from Socially or Economically disadvantaged backgrounds, new faculty, post-doctoral fellows, and all other innovators who are interested in starting new biomedical enterprises are encouraged to attend. /  / Date: Thursday, September 7, 2017 - Friday, September 8, 2017 /  / Time:  8:00 a.m. - 5:00 p.m. CT",https://respond.niaid.nih.gov/SiteCollectionImages/conferences/Logos/NIAID%20Logo.png,44.288192749023,-69.816902160645,-1,
R_8qBehsP8xgpfN65,Default Response Set,Anonymous,,,152.23.168.48,0,2017-08-08 11:29:18,2017-08-08 11:32:25,1,1,NC TraCS and Center for Faculty Excellence,,, Clinical Data Research Networks 101,https://apps.research.unc.edu//events/index.cfm?event=events.eventDetails&event_key=0CEA9D8394E7E1E3E531061CF123C0BD7CF87375,08/07/2017,External Event,1,,2017-08-14,2017-08-14,Brinkhous-Bullitt 219 (NC TraCS Institute),,,,,,,,"This seminar will allow researchers to learn about Clinical Data Research Networks (CDRNs) and how CDRNs can help their research. We will begin with a brief lecture, followed by a discussion about CDRNs. /  / CDRNs seek to support multi-site research using electronic health record data by reducing technical and regulatory barriers. A CDRN is a group of institutions that agree to store their electronic health record data in the same format, thus harmonizing data elements to standardized definitions so that clinical data queries can be run across all member sites. UNC - Chapel Hill participates in multiple CDRNs, which have different scopes and purposes. /  / Monday, August 14, 2017 / 11:00 AM - Noon / FMI: <a href=""https://tracs.unc.edu/cdrn"" target=""_blank"">https://tracs.unc.edu/cdrn</a>",http://www.renci.org/wp-content/uploads/2012/05/d71e1a313c9c0dcd2e64e7541657bdb7.png,44.288192749023,-69.816902160645,-1,
R_cvRRWoGvAK1YfuB,Default Response Set,Anonymous,,,152.23.168.48,0,2017-08-08 11:45:03,2017-08-08 11:45:43,1,1,Other institution not in the list,Children's Trust of South Carolina,https://scchildren.org/,Health Equity in Action - Case Studies from the Carolinas,https://scchildren.org/about_us/get_involved/event_calendar/race-equity/racematters8-14-17/,08/07/2017,External Event,1,,2017-08-14,2017-08-14,Webinar,,,,,,,,"These webinars will deepen knowledge of racial equity principles and concepts, cover how to become an equity-focused organization, explain the importance of disaggregated data to propose policy solutions, and explore how to collect, analyze, and effectively use disaggregated data. The series will conclude with case studies of equity-focused initiatives within the Carolinas. /  / Date: August 14, 2017  / Time: 1 to 2:30 p.m. EDT",https://scchildren.org/public/img/ct_logo.svg,44.288192749023,-69.816902160645,-1,
R_ePAbGMzzb2XSw0l,Default Response Set,Anonymous,,,152.23.168.48,0,2017-08-09 11:03:20,2017-08-09 11:05:09,1,1,UNC Center for Health Equity Research,,,New Publication from CHER Associate: The Significance of Benefit Perceptions for the Ethics of HIV Research Involving Adolescents in Kenya,https://cher.unc.edu/searchpub/significance-benefit-perceptions-ethics-hiv-research-involving-adolescents-kenya/,07/25/2017,CHER Publication,,,,,,,,,,,,1,"A recent publication by <a href=""https://cher.unc.edu/cher-team/stuart-rennie-phd/"" target=""_blank"">CHER Associate, Dr. Stuart Rennie</a> and his collaborators entitled ""The Significance of Benefit Perceptions for the Ethics of HIV Research Involving Adolescents in Kenya"" appears in the July edition of Journal of Empirical Research on Human Research Ethics.",https://cher.unc.edu/files/2017/07/Journal_of_Empirical_Research_on_Human_Research_Ethics_12_3.cover_.png,36.052505493164,-79.107696533203,-1,
R_dh8eD6Jdse2woT3,Default Response Set,Anonymous,,,152.23.168.48,0,2017-08-09 12:00:26,2017-08-09 12:00:50,1,1,Office of Minority Health at HHS,,,National Partnership for Action to End Health Disparities (NPA): Promoting Health Equity through Programs and Policies webinar series,https://event.on24.com/eventRegistration/EventLobbyServlet?target=registration.jsp&eventid=781550&sessionid=1&key=AF52CA2714D3C5FCC3AFD8F494EEA6D5&sourcepage=register,08/07/2017,External Event,1,,2017-08-24,2017-08-24,Webinar,,,,,,,,"HHS/OMH, National Partnership for Action to End Health Disparities (NPA): Promoting Health Equity through Programs and Policies webinar series. Advancing Health Equity in Tribal Communities through Public Health Accreditation. This webinar will highlight the work that has been done by NPA and the National Indian Health Board at the national level as well as by local health care providers, such as the Yellowhawk Tribal Health Center, to advance health equity and improve health outcomes for AI/ANs. August 24, 2017, 3:00 pm ET.",,44.288192749023,-69.816902160645,-1,
R_42ZjIUIXMYBEHwp,Default Response Set,Anonymous,,,152.23.173.72,0,2017-08-14 17:09:47,2017-08-14 17:13:08,1,1,UNC Center for Health Equity Research,,,CHER Open Position: Assistant/Associate Professor in Health Disparities/Health Equity,https://cher.unc.edu/cher-news/cher-open-position-assistant-associate-professor/,08/14/2017,CHER News,,,,,,,,,,,1,,"<a href=""https://www.med.unc.edu/socialmed"" target=""_blank"">The Department of Social Medicine</a>, School of Medicine, University of North Carolina at Chapel Hill, seeks applicants for a tenure-track or tenured faculty position in health disparities/health equity at the Assistant to Associate Professor rank. This position will be supported through the <a href=""https://cher.unc.edu"" target=""_blank"">UNC Center for Health Equity Research</a> and the Department of Social Medicine. Review of applications will begin <strong>September 15</strong> and continue until the position is filled. The anticipated start date is <strong>July 1, 2018</strong>. Please check <a href=""https://cher.unc.edu/assistant-associate-professor/"">here</a> for more instructions and requirements for the position.",https://cher.unc.edu/files/2017/08/CHER_worldle.png,36.052505493164,-79.107696533203,-1,
R_33BVBKVvmO9i3Qp,Default Response Set,Anonymous,,,152.23.32.154,0,2017-08-22 12:43:12,2017-08-22 12:50:44,1,1,National Institute on Minority Health and Health Disparities,,,Save the Date! Inaugural National Latino Cancer Conference to Feature NIMHD Director as Keynote Speaker,http://cme.uthscsa.edu/advancingsciencecancerlatinos.asp?utm_medium=email&utm_source=govdelivery,08/22/2017,External Event,1,,2018-02-21,2018-02-23,"Marriott Plaza San Antonio / San Antonio, TX",,,,,,,,"The UT Health Cancer Center and the Institute for Health Promotion Research at UT Health San Antonio are hosting the first-ever international conference on Advancing the Science of Cancer in Latinos on February 21-23, 2018, in San Antonio, Texas. The Advancing the Science of Cancer in Latinos conference will unite health researchers, oncologists, professionals, leaders, and students to tackle Latino cancer on many fronts. /  / Keynote speaker to include NIMHD Director Dr. Eliseo Pérez-Stable. Register today and submit an abstract!",http://cme.uthscsa.edu/Courses/CancerLatinos/Save-The-Date.jpg,36.052505493164,-79.107696533203,-1,
R_1pGnqmjjhWuyKLa,Default Response Set,Anonymous,,,152.23.32.154,0,2017-08-22 12:50:45,2017-08-22 12:57:27,1,1,Other institution not in the list,American Association of University Women,http://www.aauw.org/,AAUW American Fellowships,http://www.aauw.org/what-we-do/educational-funding-and-awards/american-fellowships/,08/22/2017,Funding,,,,,,1,2017-08-01,2017-11-15,http://www.aauw.org/what-we-do/educational-funding-and-awards/american-fellowships/,Varies,,,"AAUW American Fellowships support women scholars who are completing dissertations, planning research leave from accredited institutions, or preparing research for publication. Applicants must be U.S. citizens or permanent residents. Candidates are evaluated on the basis of scholarly excellence; quality and originality of project design; and active commitment to helping women and girls through service in their communities, professions, or fields of research. /  / ",,36.052505493164,-79.107696533203,-1,
R_WihnU8qbZ2hqWUp,Default Response Set,Anonymous,,,152.23.32.154,0,2017-08-22 12:57:27,2017-08-22 13:30:10,1,1,National Institute on Minority Health and Health Disparities,,,Special CDC-NIH Collaborative Webinar: Precision Medicine and Health Disparities: The Promise and Perils of Emerging Technologies,https://content.govdelivery.com/accounts/USNIHNIMHD/bulletins/1b052cb,08/22/2017,External Event,1,,2017-10-11,2017-10-11,Webinar,,,,,,,,"The Precision Medicine and Population Health Interest Group in the Division of Cancer Control and Population Sciences at the National Cancer Institute (NCI), the National Institutes for Health Genomics and Health Disparities Interest Group, and the CDC Office of Public Health Genomics invite you to a special one-hour online webinar on October 11 from 3:00 p.m. to 4:00 p.m. ET that explores the intersection of genomics, precision medicine and health disparities. Webinar speakers will explore the appropriate role and impact of genomics and precision medicine in understanding and addressing health disparities in the U.S. and around the world.",https://content.govdelivery.com/system/images/52465/original/NIHNIMHD_blog-banner.png?1454430020,36.052505493164,-79.107696533203,-1,
R_1gOoxvgfNWGup2y,Default Response Set,Anonymous,,,152.23.32.154,0,2017-08-22 13:30:12,2017-08-22 13:34:30,1,1,Association of American Medical Colleges,,,Register Today! Health Equity Programming at AAMC's 2017 Learn Serve Lead Meeting,http://www.cvent.com/events/learn-serve-lead-2017-the-aamc-annual-meeting/event-summary-123be9b8e9a64183bf0de06dd657f56c.aspx?utm_source=aamc&utm_medium=email&utm_campaign=LSL2017&utm_content=healthequity,08/22/2017,External Event,1,,2017-11-03,2017-11-07,"Hynes Convention Center / 900 Boylston Street / Boston, Massachusetts 02115",,,,,,,,"This year, Learn Serve Lead will feature nearly two dozen sessions of interest to health equity and community health scholars and practitioners. From learning more about the health of criminal justice involved populations, to partnering with rural and urban communities to create interventions in response to opioids, attendees from across the country will have an opportunity to engage in a conversation vital to our field, our teams, and the patients and communities we serve. /  / ",https://custom.cvent.com/127DD37CC17748578EE776BCD2E2C949/pix/82616d5c56924f47981b299c343b50c1.png,36.052505493164,-79.107696533203,-1,
R_31WpqUfpS7eR6kR,Default Response Set,Anonymous,,,152.23.32.154,0,2017-08-22 13:34:31,2017-08-22 13:39:27,1,1,Other institution not in the list,UNC Diversity and Inclusion,http://diversity.unc.edu/,Diversity THINKposium,http://diversity.unc.edu/education/thinkposium/2017-diversity-thinkposium/,08/22/2017,External Event,1,,2017-09-20,2017-09-20,"The William and Ida Friday Center for Continuing Education / 100 Friday Center Drive / Chapel Hill, NC ",,,,,,,,"The annual Diversity THINKposium is a meeting of interested participants on a particular issue or topic, engaged speakers providing data and context, a free exchange of ideas, and fuel for creative problem solving. The program is led by the Chief Diversity Officer at Carolina and developed by a planning committee represented by members from multiple units and departments at Carolina. The THINKposium is meant to be a non-conventional approach to addressing diversity, inspiring action, and facilitating the solution-making process.",http://diversity.unc.edu/files/2017/05/THINKposium-rectangle.png,36.052505493164,-79.107696533203,-1,
